"Visit name";"Form name";"Form number";"Field number";"Exported field type";"Original field type";"Variable name";"Field label";"Optiongroup name";"Field required";"Field min";"Field max";"Field units";"Field info";"Calculation/summary template";"Field hidden";"Dependency parent name";"Field dependency operator";"Field dependency value"
"End visit";Powell;65;1.7;radio;radio;V5_Powell_Powell04;Kortademigheid;Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
"End visit";Powell;65;1.9;radio;radio;V5_Powell_Powell05;"Piepen / zagen";Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
"End visit";Powell;65;1.10;radio;radio;V5_Powell_Powell06;Hoesten;Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
"End visit";Powell;65;1.11;radio;radio;V5_Powell_Powell07;"Reutelende ademhaling";Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
"End visit";Powell;65;1.12;radio;radio;V5_Powell_Powell08;Kortademigheid;Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
"End visit";Powell;65;1.14;radio;radio;V5_Powell_Powell09;"Piepen / zagen";Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
"End visit";Powell;65;1.15;radio;radio;V5_Powell_Powell10;Hoesten;Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
"End visit";Powell;65;1.16;radio;radio;V5_Powell_Powell11;"Reutelende ademhaling";Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
"End visit";Powell;65;1.17;radio;radio;V5_Powell_Powell12;Kortademigheid;Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
"End visit";Powell;65;1.19;radio;radio;V5_Powell_Powell13;"Piepen / zagen";Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
"End visit";Powell;65;1.20;radio;radio;V5_Powell_Powell14;Hoesten;Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
"End visit";Powell;65;1.21;radio;radio;V5_Powell_Powell15;"Reutelende ademhaling";Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
"End visit";Powell;65;1.22;radio;radio;V5_Powell_Powell16;Kortademigheid;Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
"End visit";Powell;65;1.23;radio;radio;V5_Powell_Powell17;"Luidruchtige ademhaling";Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
"End visit";Powell;65;1.24;radio;radio;V5_Powell_Powell18;"Versnelde ademhaling";Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
"End visit";Powell;65;1.26;radio;radio;V5_Powell_Powell19;"Piepen / zagen";Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
"End visit";Powell;65;1.27;radio;radio;V5_Powell_Powell20;Hoesten;Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
"End visit";Powell;65;1.28;radio;radio;V5_Powell_Powell21;"Reutelende ademhaling";Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
"End visit";Powell;65;1.29;radio;radio;V5_Powell_Powell22;Kortademigheid;Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
"End visit";Powell;65;1.30;radio;radio;V5_Powell_Powell23;Snurken;Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
"End visit";Powell;65;1.32;radio;radio;V5_Powell_Powell24;"Hebben de eetlust van mijn kind beïnvloed";Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
"End visit";Powell;65;1.33;radio;radio;V5_Powell_Powell25;"Zorgden voor een verstoorde nachtrust van kind";Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
"End visit";Powell;65;1.34;radio;radio;V5_Powell_Powell26;"Zorgden voor verminderde activiteit van mijn kind";Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
"End visit";Powell;65;1.35;radio;radio;V5_Powell_Powell27;"Zorgden ervoor dat mijn kind ongebruikelijk moe was";Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
"End visit";Powell;65;1.37;radio;radio;V5_Powell_Powell28;"Hebben mijn activiteiten beïnvloed";Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
"End visit";Powell;65;1.38;radio;radio;V5_Powell_Powell29;"Hebben gezorgd voor aanpassingen in het gezinsleven";Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
"End visit";Powell;65;1.39;radio;radio;V5_Powell_Powell30;"Hebben gezorgd voor een verstoorde nachtrust van de familie";Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
"End visit";Powell;65;1.40;radio;radio;V5_Powell_Powell31;"Hebben de familie verontrust";Powell;1;;;;;;0;"Wordt de Powell vragenlijst bij deze visite afgenomen";==;1
"End visit";"Measurement experience";66;1;radio;radio;V5_Exp_PrevMaskExp;"Previous experience with mouth/nose mask";YesNoNA;1;;;;;;0;;;
"End visit";"Measurement experience";66;1.1;radio;radio;V5_Exp_PrevMaskAcc;"Acceptance of mask at that time";END;1;;;;;;0;"Previous experience with mouth/nose mask";==;1
"End visit";"Measurement experience";66;2;radio;radio;V5_Exp_MeasOverall;"The measurement went overall";END;1;;;;;;0;;;
"End visit";"Measurement experience";66;3;radio;radio;V5_Exp_MeasMaskAcc;"Acceptance of mask during the measurement";END;1;;;;;;0;;;
"End visit";"Measurement experience";66;4;radio;radio;V5_Exp_ImpChild;"What impression did the child make";ImpChild;1;;;;;;0;;;
"End visit";"Measurement experience";66;5;radio;radio;V5_Exp_PPresent;"The parents were present during measurement";YesNoNA;1;;;;;;0;;;
"End visit";"Measurement experience";66;5.1;radio;radio;V5_Exp_PReaction;"Reaction of the parents on the measurement";PReaction;1;;;;;;0;"The parents were present during measurement";==;1
"End visit";"Measurement experience";66;6;radio;radio;V5_Exp_FitMask;"Fit of the mask";FitMask;1;;;;;;0;;;
"End visit";"Measurement experience";66;7;radio;radio;V5_Exp_EaseBreath;"Ease of breathing";EaseBreath;1;;;;;;0;;;
"End visit";"Blood sample";67;1;radio;radio;V5_Blood_BloodTPerf;"Blood test performed according to protocol";BloodTPerf;1;;;;;;0;;;
"End visit";"Blood sample";67;1.1;radio;radio;V5_Blood_BloodTPerfNo;"Why was blood test not performed according to protocol";BloodTPerfNo;1;;;;;;0;"Blood test performed according to protocol";==;0
"End visit";"Blood sample";67;1.1.1;string;string;V5_Blood_BloodTPerfNoSpec;"If other, specify";;1;;;;;;0;"Why was blood test not performed according to protocol";==;98
"End visit";"Blood sample";67;1.2;date;date;V5_Blood_BloodCollDat;"Date of blood collection";;1;;;;;;0;"Blood test performed according to protocol";==;3
"End visit";"Blood sample";67;1.5;numeric;numeric;V5_Blood_Leukocytes;Leukocytes;;1;;;10E9/L;;;0;"Blood test performed according to protocol";!=;0
"End visit";"Blood sample";67;1.6;numeric;numeric;V5_Blood_Lymfocytes;Lymfocytes;;1;;;"% in diff";;;0;"Blood test performed according to protocol";!=;0
"End visit";"Blood sample";67;1.7;numeric;numeric;V5_Blood_Monocytes;Monocytes;;1;;;"% in diff";;;0;"Blood test performed according to protocol";!=;0
"End visit";"Blood sample";67;1.8;numeric;numeric;V5_Blood_Neutrophils;Neutrophils;;1;;;"% in diff";;;0;"Blood test performed according to protocol";!=;0
"End visit";"Blood sample";67;1.9;numeric;numeric;V5_Blood_Basophils;Basophils;;1;;;"% in diff";;;0;"Blood test performed according to protocol";!=;0
"End visit";"Blood sample";67;1.10;numeric;numeric;V5_Blood_TotEo;"Totaal eo’s (absoluut)";;1;;;10E6/L;;;0;"Blood test performed according to protocol";!=;0
"End visit";"Blood sample";67;1.11;numeric;numeric;V5_Blood_EosGranu;"Eosinofiele granulocyten (% in diff)";;1;;;%;;;0;"Blood test performed according to protocol";!=;0
"End visit";"Blood sample";67;1.13;radio;radio;V5_Blood_PhadiatopRes;Result;PhadiatopRes;1;;;;;;0;"Blood test performed according to protocol";!=;0
"End visit";"Blood sample";67;1.13.1;radio;radio;V5_Blood_Gx3;"Gx3 (Graspollenmengsel)";PhadiatopRes;1;;;;;;0;Result;==;1
"End visit";"Blood sample";67;1.13.1.1;numeric;numeric;V5_Blood_Gx3Conc;"Gx3: Concentratie";;1;;;kU/L;;;0;"Gx3 (Graspollenmengsel)";==;1
"End visit";"Blood sample";67;1.13.2;radio;radio;V5_Blood_Tx9;"Tx9 (Boompollenmengsel)";PhadiatopRes;1;;;;;;0;Result;==;1
"End visit";"Blood sample";67;1.13.2.1;numeric;numeric;V5_Blood_Tx9Conc;"Tx9: Concentratie";;1;;;kU/L;;;0;"Tx9 (Boompollenmengsel)";==;1
"End visit";"Blood sample";67;1.13.3;radio;radio;V5_Blood_Wx3;"Wx3 (Kruidenpollenmengsel)";PhadiatopRes;1;;;;;;0;Result;==;1
"End visit";"Blood sample";67;1.13.3.1;numeric;numeric;V5_Blood_Wx3Conc;"Wx3: Concentratie";;1;;;kU/L;;;0;"Wx3 (Kruidenpollenmengsel)";==;1
"End visit";"Blood sample";67;1.13.4;radio;radio;V5_Blood_Mx1;"Mx1 (Schimmelmengsel)";PhadiatopRes;1;;;;;;0;Result;==;1
"End visit";"Blood sample";67;1.13.4.1;numeric;numeric;V5_Blood_Mx1Conc;"Mx1: Concentratie";;1;;;kU/L;;;0;"Mx1 (Schimmelmengsel)";==;1
"End visit";"Blood sample";67;1.13.5;radio;radio;V5_Blood_D1;"D1 (Huisstofmijt)";PhadiatopRes;1;;;;;;0;Result;==;1
"End visit";"Blood sample";67;1.13.5.1;numeric;numeric;V5_Blood_D1Conc;"D1: Concentratie";;1;;;kU/L;;;0;"D1 (Huisstofmijt)";==;1
"End visit";"Blood sample";67;1.13.5.2;numeric;numeric;V5_Blood_D1Class;"D1: Klasse";;1;;;;;;0;"D1 (Huisstofmijt)";==;1
"End visit";"Blood sample";67;1.13.6;radio;radio;V5_Blood_E1;"E1 (Kattenroos)";PhadiatopRes;1;;;;;;0;Result;==;1
"End visit";"Blood sample";67;1.13.6.1;numeric;numeric;V5_Blood_E1Conc;"E1: Concentratie";;1;;;kU/L;;;0;"E1 (Kattenroos)";==;1
"End visit";"Blood sample";67;1.13.6.2;numeric;numeric;V5_Blood_E1Class;"E1: Klasse";;1;;;;;;0;"E1 (Kattenroos)";==;1
"End visit";"Blood sample";67;1.13.7;radio;radio;V5_Blood_E5;"E5 (Hondenroos)";PhadiatopRes;1;;;;;;0;Result;==;1
"End visit";"Blood sample";67;1.13.7.1;numeric;numeric;V5_Blood_E5Conc;"E5: Concentratie";;1;;;kU/L;;;0;"E5 (Hondenroos)";==;1
"End visit";"Blood sample";67;1.13.7.2;numeric;numeric;V5_Blood_E5Class;"E5: Klasse";;1;;;;;;0;"E5 (Hondenroos)";==;1
"End visit";"Blood sample";67;1.13.8;textarea;textarea;V5_Blood_Overig;"Overige bepalingen";;0;;;;;;0;Result;==;1
"End visit";"Blood sample";67;1.15;numeric;numeric;V5_Blood_TotalIgE;"Total IgE: Concentration";;1;;;kU/L;;;0;"Blood test performed according to protocol";!=;0
"End visit";"Blood sample";67;1.17;radio;radio;V5_Blood_Biobank;"Blood for furthur genetic and immunologic testing stored at biobank";YesNoNA;1;;;;;;0;"Blood test performed according to protocol";!=;0
"End visit";"Microbiome faeces";68;1;datetime;datetime;V5_Stool_StCollDatT;"Datum en tijdstip ontlastingafname";;1;;;;;;0;;;
"End visit";"Microbiome faeces";68;2;string;string;V5_Stool_BiobankCode;"Codering Biobank";;1;;;;;;0;;;
"End visit";"Microbiome faeces";68;3;radio;radio;V5_Stool_StoolPerf;"Is er bij het verzamelen van het monster van het protocol afgeweken";NeeJa;1;;;;;;0;;;
"End visit";"Microbiome faeces";68;3.1;radio;radio;V5_Stool_StoolPerfNo;"Wat is niet volgens protocol verlopen";StoolPerfNo;1;;;;;;0;"Is er bij het verzamelen van het monster van het protocol afgeweken";==;1
"End visit";"Microbiome faeces";68;3.1.1;string;string;V5_Stool_StoolPerfNoSpec;"Indien anders, specificeer";;1;;;;;;0;"Wat is niet volgens protocol verlopen";==;98
"End visit";"Microbiome faeces";68;4;radio;radio;V5_Stool_BristolType;"Welke type ontlasting op de Bristol Schaal komt het meest overeen met de ontlasting die uw kind nu heeft?";BristolType;1;;;;"(zie de bijgevoegde Bristol Schaal)";;0;;;
"End visit";"Microbiome faeces";68;5;textarea;textarea;V5_Stool_Com;"Opmerkingen over de ontlastingafname";;0;;;;;;0;;;
"End visit";"Microbiome faeces";68;6;radio;radio;V5_Stool_ABX3m;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";NeeJa;1;;;;;;0;;;
"End visit";"Microbiome faeces";68;6.2;checkbox;checkbox;V5_Stool_ABX3mSpec#Amoxicilline;"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
"End visit";"Microbiome faeces";68;6.2;checkbox;checkbox;"V5_Stool_ABX3mSpec#Amoxicilline/clavulaanzuur (Augmentin®, Forcid®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
"End visit";"Microbiome faeces";68;6.2;checkbox;checkbox;"V5_Stool_ABX3mSpec#Azitromycine (Zithromax®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
"End visit";"Microbiome faeces";68;6.2;checkbox;checkbox;"V5_Stool_ABX3mSpec#Cefaclor (Ceclor®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
"End visit";"Microbiome faeces";68;6.2;checkbox;checkbox;"V5_Stool_ABX3mSpec#Cefalexine (Keforal®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
"End visit";"Microbiome faeces";68;6.2;checkbox;checkbox;"V5_Stool_ABX3mSpec#Ceftibuten (Cedax®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
"End visit";"Microbiome faeces";68;6.2;checkbox;checkbox;"V5_Stool_ABX3mSpec#Cefuroximaxetil (Zinnat®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
"End visit";"Microbiome faeces";68;6.2;checkbox;checkbox;"V5_Stool_ABX3mSpec#Ciprofloxacine (Ciproxin®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
"End visit";"Microbiome faeces";68;6.2;checkbox;checkbox;"V5_Stool_ABX3mSpec#Claritromycine (Klacid®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
"End visit";"Microbiome faeces";68;6.2;checkbox;checkbox;"V5_Stool_ABX3mSpec#Clindamycine (Dalacin®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
"End visit";"Microbiome faeces";68;6.2;checkbox;checkbox;"V5_Stool_ABX3mSpec#Cotrimoxazol (Bactrimel®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
"End visit";"Microbiome faeces";68;6.2;checkbox;checkbox;"V5_Stool_ABX3mSpec#Doxycycline (Doxy®, Efracea®, Vibramycin®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
"End visit";"Microbiome faeces";68;6.2;checkbox;checkbox;"V5_Stool_ABX3mSpec#Erytromycine (Erythrocine®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
"End visit";"Microbiome faeces";68;6.2;checkbox;checkbox;"V5_Stool_ABX3mSpec#Feneticilline (Broxil®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
"End visit";"Microbiome faeces";68;6.2;checkbox;checkbox;V5_Stool_ABX3mSpec#Fenoxymethylpenicilline;"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
"End visit";"Microbiome faeces";68;6.2;checkbox;checkbox;"V5_Stool_ABX3mSpec#Flucloxacilline (Floxapen®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
"End visit";"Microbiome faeces";68;6.2;checkbox;checkbox;"V5_Stool_ABX3mSpec#Fosfomycine (Monuril®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
"End visit";"Microbiome faeces";68;6.2;checkbox;checkbox;"V5_Stool_ABX3mSpec#Fusidinezuur (Fucidin tabletten®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
"End visit";"Microbiome faeces";68;6.2;checkbox;checkbox;"V5_Stool_ABX3mSpec#Levofloxacine (Tavanic®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
"End visit";"Microbiome faeces";68;6.2;checkbox;checkbox;"V5_Stool_ABX3mSpec#Metronidazol (Flagyl®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
"End visit";"Microbiome faeces";68;6.2;checkbox;checkbox;V5_Stool_ABX3mSpec#Minocycline;"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
"End visit";"Microbiome faeces";68;6.2;checkbox;checkbox;"V5_Stool_ABX3mSpec#Moxifloxacine (Avelox®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
"End visit";"Microbiome faeces";68;6.2;checkbox;checkbox;"V5_Stool_ABX3mSpec#Nitrofurantoïne (Furabid®, Furadantine®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
"End visit";"Microbiome faeces";68;6.2;checkbox;checkbox;V5_Stool_ABX3mSpec#Norfloxacine;"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
"End visit";"Microbiome faeces";68;6.2;checkbox;checkbox;"V5_Stool_ABX3mSpec#Pipemidinezuur (Pipram®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
"End visit";"Microbiome faeces";68;6.2;checkbox;checkbox;"V5_Stool_ABX3mSpec#Rifampicine (Rifadin®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
"End visit";"Microbiome faeces";68;6.2;checkbox;checkbox;V5_Stool_ABX3mSpec#Tetracycline;"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
"End visit";"Microbiome faeces";68;6.2;checkbox;checkbox;V5_Stool_ABX3mSpec#Trimethoprim;"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
"End visit";"Microbiome faeces";68;6.2;checkbox;checkbox;"V5_Stool_ABX3mSpec#Kan ik me niet meer herinneren/weet ik niet";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
"End visit";"Microbiome faeces";68;6.2;checkbox;checkbox;V5_Stool_ABX3mSpec#Anders;"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
"End visit";"Microbiome faeces";68;6.2.1;string;string;V5_Stool_ABX3mOth;"Anders, namelijk";;1;;;;;;0;"Met welke antibioticumkuur is uw kind behandeld?";==;98
"End visit";"Microbiome faeces";68;6.3;checkbox;checkbox;V5_Stool_ABX3mReas#Koorts;"Waarvoor gebruikt(e) uw kind deze antibioticumkuur?";ABX3mReas;1;;;;"(meerdere antwoorden mogelijk indien uw kind meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
"End visit";"Microbiome faeces";68;6.3;checkbox;checkbox;"V5_Stool_ABX3mReas#Luchtweginfectie (bv. keel- of longontsteking)";"Waarvoor gebruikt(e) uw kind deze antibioticumkuur?";ABX3mReas;1;;;;"(meerdere antwoorden mogelijk indien uw kind meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
"End visit";"Microbiome faeces";68;6.3;checkbox;checkbox;"V5_Stool_ABX3mReas#Blaas- of nierbekkenontsteking";"Waarvoor gebruikt(e) uw kind deze antibioticumkuur?";ABX3mReas;1;;;;"(meerdere antwoorden mogelijk indien uw kind meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
"End visit";"Microbiome faeces";68;6.3;checkbox;checkbox;V5_Stool_ABX3mReas#Darminfectie;"Waarvoor gebruikt(e) uw kind deze antibioticumkuur?";ABX3mReas;1;;;;"(meerdere antwoorden mogelijk indien uw kind meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
"End visit";"Microbiome faeces";68;6.3;checkbox;checkbox;V5_Stool_ABX3mReas#Huidinfectie;"Waarvoor gebruikt(e) uw kind deze antibioticumkuur?";ABX3mReas;1;;;;"(meerdere antwoorden mogelijk indien uw kind meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
